X,Y,id,name
23.74089,38.00287,1
23.74189,38.00287,1
23.74189,38.00287,2
23.74189,38.00387,2
23.74189,38.00387,3
23.74089,38.00387,3
23.74089,38.00387,4
23.74089,38.00287,4
23.74189,38.00287,5
23.742890000000003,38.00287,5
23.742890000000003,38.00287,6
23.742890000000003,38.00387,6
23.742890000000003,38.00387,7
23.74189,38.00387,7
23.742890000000003,38.00287,8
23.743890000000004,38.00287,8
23.743890000000004,38.00287,9
23.743890000000004,38.00387,9
23.743890000000004,38.00387,10
23.742890000000003,38.00387,10
23.743890000000004,38.00287,11
23.744890000000005,38.00287,11
23.744890000000005,38.00287,12
23.744890000000005,38.00387,12
23.744890000000005,38.00387,13
23.743890000000004,38.00387,13
23.744890000000005,38.00287,14
23.745890000000006,38.00287,14
23.745890000000006,38.00287,15
23.745890000000006,38.00387,15
23.745890000000006,38.00387,16
23.744890000000005,38.00387,16
